stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
ESP,VER,N8702,,,"2.5"" LETTERS",,,NJ
ECPD,HRZ,N8781,,,,,,NJ
ELECTIONS DEPT,HRZ,N8867,"28""",2-LINE,,,,NJ
ELECTION DEPARTMENT,HRZ,N8911,,2-LINE,,,,NJ
E-NYSDOT,HRZ,N9562,,,"3"" LETTERS",,,NJ
EVENT,VER,N9604,"18""",,,,,NJ
ELL-PWD,HRZ,N10731,,,,2010-06-23,,NJ
ECDPW,HRZ,N11193,,,"3"" LETTERS",2010-08-11,,NJ
ELECTIONS DEPT,HRZ,N11821,,2-LINE,,2010-10-19,,NJ
ESASD,HRZ,N11928,,,,2010-10-20,,NJ
E.F.P.D.,HRZ,N11988,,,,2010-10-27,,NJ
E & B PAVING,HRZ,N12614,"28""",2-LINE,,2011-01-24,,NJ
ENERGIZED,HRZ,N13651,"36""",6-LINE,,2011-05-10,,NJ
ENERGIZED,HRZ,N13651,"28""",6-LINE,,2011-05-11,,NJ
E-P,HRZ,N13905,,,,2011-05-23,,NJ
EGC,HRZ,N14365,"12""",,,2011-07-01,,NJ
ELECTIONS DEPT,HRZ,N14702,"18""",,,2011-09-08,,NJ
ELECTIONS DEPT,HRZ,N14702,"28""",,,2011-09-08,,NJ
EC ESU,HRZ,N15126,"28""",,SLIM CONE,2011-09-22,,NJ
EPW,HRZ,N15205,"28""",,,2011-09-29,,NJ
EHTPD,VER,N15995,"28""",,SLIM CONE,2012-01-10,,NJ
E.H.T .HWY,HRZ,N16167,"36""",,,2012-01-31,,NJ
ELECTION DEPT,VER,N16890,"28""",2-LINE,,2012-04-17,,NJ
ESA,VER,N17504,,,,2012-06-05,,NJ
E&B PAVING KOKOMO,HRZ,N18381,,,,2012-08-28,,NJ
EDISON SEWER,HRZ,N18896,,2-LINE,,2012-10-17,,NJ
E,,N19311,,,,2012-12-07,,NJ
ENGINEERING,HRZ,N20039,,,,2013-03-01,,NJ
ERSCC,VER,N21686,,,,2013-07-09,,NJ
ERSCC,VER,N21686,,,,2013-07-09,,NJ
EJ ELECTRIC,HRZ,N21691,,,,2013-07-09,,NJ
EDA,HRZ,N21697,,,,2013-07-10,,NJ
ENG,HRZ,N23184,,,,2013-11-13,,NJ
EPCOT PARKING,HRZ,N23828,,2-LINE,CONVERTED TO SILKSCREEN 6/12,2014-01-30,,NJ
E.C.W.A.,HRZ,N26578,,,,2014-08-20,,NJ
ELECTION DEPT,HRZ,N26657,,2-LINE,,2014-08-27,,NJ
ESD,VER,N26847,,,,2014-09-12,,NJ
ENGECON,HRZ,N27006,,,,2014-11-12,,NJ
ELEC. MAINT. SHOP,HRZ,N27791,,2-LINE,,2014-12-04,,NJ
ENERGIZED WORK ZONE,HRZ,N28078,,2-LINE,,2015-01-22,,NJ
EHPW,HRZ,N29627,"28""",,,2015-04-30,,NJ
EGCWSA,HRZ,N29986,"28""",,,2015-05-22,,NJ
EPD,HRZ,N31417,"18"" & 28""",,,2015-08-27,,NJ
ETW,VER,N31462,,,,2015-08-28,,NJ
ETDPW,VER,N31483,"28""",,,2015-09-01,,NJ
EPFD,HRZ,N32035,"18"" & 28""",,,2015-10-06,,NJ
E.S.D.,HRZ,N32411,"36""",,,2015-11-05,,NJ
ECU WATER,VER,N32677,"28""",2-LINE,,2015-11-20,,NJ
EMPORIA PUBLIC WORKS,HRZ,N36627,"36""",3-LINE,,2017-02-19,,NJ
ECU TRANSIT,HRZ,N34352,"28""",2-LINE,SLIM CONE,2016-04-08,,NJ
ECI,VER,N34783,,,,2016-05-02,,NJ
EMD,HRZ,N35850,"28""",,,2016-07-06,,NJ
ELITE,VER,N37002-1,"36""",,,2016-10-03,,NJ
ELECTRIC,HRZ,N37798,"28""",,,2016-11-18,,NJ
EW,VER,N39037,"28""",,"2.5"" LETTERS",2017-03-07,,NJ
ESR,HRZ,N39641,"28""",,,2017-04-10,,NJ
EC DPW,HRZ,N39952,"28""",,,2017-04-28,,NJ
E. LACK TWP,HRZ,N40785,"28""",2-LINE,,2017-06-16,,NJ
EAST STREETS MAINT,HRZ,N40972,"28""",3-LINE,SLIM LINE CONE,2017-06-29,,NJ
EASTHAM PD,HRZ,N41798,"18""",,,2017-08-16,,NJ
ESSEX DPW,HRZ,N43823,"18"" & 28""",2-LINE,1 STENCIL TO FIT BOTH SIZES,2017-12-05,,NJ
EBPW,HRZ,N44449,"28""",,,2018-01-30,,NJ
ESSEX COUNTY DPW,HRZ,N45902,"28""",3-LINE,CONVERTED TO SILKSCREEN 9/3/20 129349,2018-04-18,,NJ
EMERGENCY-DFB,HRZ,N45936,"36""",,,2018-04-23,,NJ
ELECTRIC DEPT.,HRZ,N46184,"28""",2-LINE,,2018-04-30,,NJ
EK SERVICES 717-774-7913,HRZ,103664,"28""",2-LINE,,2018-10-03,,NJ
E.T.C.,HRZ,107391,"28""",,,2019-02-01,,NJ
EAPD,HRZ,107918,"28""",,,2019-02-18,,NJ
ESSEX COUNTY,HRZ,110139,"28""",2-LINE,CONVERTED TO SILKSCREEN,2019-04-12,,NJ
ELK CO HWY,HRZ,112727,"28""",3-LINE,,2019-06-13,,NJ
EDM,HRZ,113941,"36""",,,2019-07-18,,NJ
ELKTON PD,HRZ,118199,"36""",2 LINE,,2019-10-29,,NJ
ELKTON PW,HRZ,118199,"36""",2 LINE,,2019-10-29,,NJ
EA DPW,HRZ,120590,"28""",,,2020-01-16,,NJ
ETFD 30,HRZ,121465,"28"" &18""",2 LINE,"1 STENCIL TO FIT BOTH 18"" & 28""",2020-02-10,,NJ
ELKHART CO HWY,HRZ,126210,"28""",2 LINE,TRANSFER FROM TX TO NJ,2020-06-12,,NJ
ELECTIONS DEPT,HRZ,128066,"28""",2 LINE,,2020-07-29,,NJ
EBDPW,HRZ,129363,"28""",,,2020-09-01,,NJ
EVFD,VER,129751,"18""",,,2020-09-14,,NJ
EBTM,HRZ,130339,"28""",,,2020-09-28,,NJ
EVANGELICAL COMMUNITY HOSPITAL,HRZ,130914,"28""",3 LINE,ORDERED AS SILKSCREEN,2020-10-12,,NJ
ELIOT K-8 SCHOOL,HRZ,135106,"28""",3 LINE,,2021-02-15,,NJ
EASTERN PIPELINE,HRZ,135189,"36""",2 LINE,,2021-02-16,,NJ
EASTON DPW,HRZ,136783,"28""",2 LINE,,2021-03-26,,NJ
ENVIROSERVE,HRZ,137301,"18""",,,2021-04-06,,NJ
EQUIX,HRZ,137042,"36""",,SENT AS STENCIL PER CS,2021-04-19,,NJ
EXERCISE,HRZ,139988,"36""",,,2021-06-08,,NJ
EBDPW,HRZ,143543,"28""",,,2021-09-24,,NJ
EBPD,HRZ,146388,"28""",,,2022-01-07,,NJ
ECL,HRZ,146624,"36""",,ORDERED AS SILKSCREEN,2022-01-18,,NJ
ESVBA,HRZ,149471,"36""",,,2022-04-28,,NJ
EHPD,VER,151465,"18"" W/C6""",,,2022-07-13,,NJ
EMU PD,VER,151719,"28""",,ORDERED AS SILKSCREEN,2022-07-22,,NJ
EASTON FIRE DEPT,HRZ,155374,"28""",,,2022-12-19,,NJ
ESI,HRZ,157285,"36""",,,2023-03-08,,NJ
E.L.E.M.,HRZ,157651,"36""",,,2023-03-17,,NJ
ELKHART STREET DEPT.,HRZ,158740,"18""",3 LINE,,2023-04-21,,NJ
ERPD,HRZ,158733,"18"" & 28""",,,2023-04-21,,NJ
EASTSIDE GROUP,VER,158820,A- TOP BLUE,,,2023-04-24,,NJ
EASTSIDE GROUP,HRZ,158820,"28""",2 LINE,,2023-04-24,,NJ
ECU PTS,HRZ,161918,"28""",2 LINE,,2023-07-28,,NJ
EUD #276,HRZ,162770,"28"" SLIM",2 LINE,,2023-08-23,,NJ
EUD #280,HRZ,162770,"28"" SLIM",2 LINE,,2023-08-23,,NJ
EZ,HRZ,164618,"36""","7"" TALL LETTERS",,2023-10-19,,NJ
ETPD,HRZ,165600,"28""",,,2023-11-29,,NJ
ECDPW,HRZ,170117,"28""","3"" LETTERS",ORDERED AS A SILK SCREEN OES Font,2024-04-29,,NJ
EAC,HRZ,170902,"28""",,ORDERED AS SILKSCREEN,2024-05-22,,NJ
EEO-WAWP73,HRZ,172947,"28"" AND 36""","2"" LETTERS",ORDERED AS SILKSCREEN,2024-07-29,,NJ
EH DPW,HRZ,175360,"28""",,,2024-10-07,,NJ
EC PARKING,HRZ,180016,"36""",,ORDERED AS SILKSCREEN TRANSFER FROM TX,2025-03-18,,NJ
EVENT,HRZ,180008,"28""",,ORDERED AS SILKSCREEN,2025-03-18,,NJ
EOTD,HRZ,181646,"28""",,ORDERED AS A SILK SCREEN OES Font,2025-04-28,,NJ
EDISON WATER DEPT.,HRZ,182419,"28""",,ORDERED AS SILKSCREEN,2025-05-19,,NJ
EAST END,HRZ,600409,"28""",,OES FONT,2025-07-18,,NJ
FAIRFAX WATER,VER,,,,,,,NJ
FAITH A/G,,,,,,,,NJ
FCVFD,HRZ,,,,,,,NJ
FL COOKE & SONS 410-876-7444,HRZ,,,,CONVERTED TO SILKSCREEN 9/25/19 116749,,,NJ
FL-S102-0517,VER,,,,,,,NJ
FLPD,VER,,,,,,,NJ
FMPD,HRZ,,,,,,,NJ
FORESTRY,HRZ,,,,,,,NJ
FL COOK & SONS,HRZ,,,,INCORRECT SPELLING,,,NJ
FL COOKE & SONS,HRZ,,,2-LINE,,,,NJ
FL COOKE & SONS,HRZ,,,,,,,NJ
FLCC OCS,HRZ,,,,,,,NJ
FC1831,HRZ,,,,,,,NJ
FL-S102-0517,VER,,,,,,,NJ
F.D.M.V.,HRZ,,,,,,,NJ
FORESTRY,HRZ,,,,,,,NJ
FL-W11U1,VER,,,,,,,NJ
FCWA,VER,,,,,,,NJ
FDNY,VER,,,,,,,NJ
FTPWD,VER,,,,,,,NJ
FIRE  DEPT,VER,,,,,,,NJ
FCWA,VER,,,,,,,NJ
FL COOK & SONS,HRZ,,,,,,,NJ
FEMA CITY PROJECT #57,HRZ,,,,,,,NJ
FOXWOODS TRANS,HRZ,,,,"1 1/2"" LETTERS",,,NJ
FPC,HRZ,N7606,,,,,,NJ
FLLLC MOT,,N8896,,,,,,NJ
F-NYSDOT,HRZ,N9562,,,"3"" LETTERS",,,NJ
FREESTATE,HRZ,N9678,,,,,,NJ
FL-S102-0517,VER,,,,"1/2"" LETTERS",,,NJ
FLAGGER FORCE,HRZ,N13065,,,CUSTOM,2011-03-15,,NJ
FHD,HRZ,N13392,,,,2011-04-06,,NJ
F.F.P.,HRZ,N13508,,,,2011-04-18,,NJ
FPS,VER,N14058,,,,2011-06-16,,NJ
FPD,HRZ,N14573,,,,2011-07-29,,NJ
FX CO POLICE,HRZ,N15942,"18"", 28"", & 36""",,,2011-12-28,,NJ
FDOT,VER,N17322,,,,2012-05-17,,NJ
FIRE,,N17334,,,,2012-05-17,,NJ
FLAGPROS,,N17901,,,,2012-07-13,,NJ
FAITH,VER,N18640,,,,2012-09-25,,NJ
FACILTIES,VER,N18605,,,,2012-09-25,,NJ
FDPW,VER,N19119,,,,2012-11-08,,NJ
FAIRFIELD POLICE,HRZ,N19150,,,,2012-11-09,,NJ
FFD,HRZ,N19200,,,,2012-11-15,,NJ
FSC,HRZ,N19706,,,,2013-01-25,,NJ
FSC,HRZ,N19762,,,,2013-01-31,,NJ
FLAGGER FORCE,VER,,,2-LINE,,2013-06-07,,NJ
FLORIDA TURNPIKE,HRZ,N22070,,2-LINE,,2013-08-09,,NJ
FRAM HWY,HRZ,N22920,,,CONVERTED TO SILKSCREEN 6/8/20 125941,2013-10-29,,NJ
FURMAN,VER,N25375,,,,2014-05-15,,NJ
FSS,HRZ,N27470,,,,2014-10-31,,NJ
FREEROOFSOUTH.COM,VER,N28079,,,,2015-01-09,,NJ
FAIRFIELD TWP,HRZ,N28186,,2-LINE,,2015-01-21,,NJ
FMDPC,HRZ,N28842,"18""",,,2015-03-16,,NJ
FEENEY BROTHERS,HRZ,N29769,"28""",2-LINE,,2015-05-11,,NJ
FPS,HRZ,N30347,"28""",,,2015-06-17,,NJ
FBCSD,VER,N32667,"18""",,,2015-11-20,,NJ
FDI,HRZ,N32730,"18""",,,2015-11-30,,NJ
FPD,HRZ,N33816,"28""",,,2016-03-03,,NJ
FLPD,HRZ,N33860,"28""",,,2016-03-04,,NJ
FALMOUTH HWY,HRZ,N35965,"28""",2-LINE,,2016-07-13,,NJ
FLORENCE TWP W&S,VER,N37431,"28""",2-LINE,,2016-11-01,,NJ
FTCI,HRZ,N38015,"28""",,,2016-12-09,,NJ
FREDON DPW,HRZ,N38212,"28""",2-LINE,,2017-01-04,,NJ
FREESTATE,VER,N38338,"28""",,,2017-01-12,,NJ
FLORIDA PAVEMENT SERVICES,HRZ,N39438,"28"" & 36""",3-LINE,ONE STENCIL FOR BOTH SIZES,2017-03-31,,NJ
FPB WATER,HRZ,N39871,"18""",2-LINE,,2017-04-26,,NJ
FTPW,HRZ,N40499,"28""",,,2017-05-31,,NJ
FDPW,HRZ,N41472,"28""",,CONVERTED TO SILKSCREEN 7/30/19 114415,2017-07-31,,NJ
FRANKFORT SEWER,HRZ,N41727,"36""",2-LINE,,2017-08-14,,NJ
FLORE,VER,N42122,"28""",,,2017-08-31,,NJ
FASTLIGHTS.COM,HRZ,N43023,"18""",,,2017-10-19,,NJ
FULTON COUNTY WATER RESOURCES,HRZ,N43411,"36""",4-LINE,,2017-11-09,,NJ
FP 57,HRZ,N43513,"28""",2-LINE,SLIM CONE,2017-11-14,,NJ
F P U A,HRZ,N43622,"36""",,,2017-11-22,,NJ
FPW,HRZ,N44807,"28""",,,2018-02-15,,NJ
FAM,HRZ,N46862,"28""",,,2018-06-10,,NJ
FOX VALLEY ASPHALT 722-8222,HRZ,N46875,"28""",3-LINE,,2018-06-14,,NJ
FAIR PARK,HRZ,N46973,"28""",2-LINE,,2018-06-15,,NJ
F-V STREETS DEPT,HRZ,N46969,"36""",2-LINE,,2018-06-15,,NJ
FPDPW,HRZ,101282,"28""",,,2018-08-01,,NJ
FRAM W&S,HRZ,101610,"36""",,,2018-08-07,,NJ
FPS R-12,HRZ,102658,"36""",2-LINE,,2018-09-06,,NJ
FTDPW,HRZ,104502,"28""",,,2018-10-26,,NJ
FLAGSTAFFERS,VER,105682,"36""",,,2018-12-04,,NJ
FTPD,HRZ,109787,"28""",,,2019-04-04,,NJ
FMA,VER,111355,"36""",,,2019-05-10,,NJ
FPSNGE,HRZ,111788,"28""",,SLIM CONE,2019-05-24,,NJ
FPS,HRZ,111788,"28""",,SLIM CONE,2019-06-05,,NJ
FDPW SEWER,HRZ,112997,"28""",2-LINE,,2019-06-21,,NJ
FALMOUTH WATER DIV,HRZ,114630,"28""",3 LINE,,2019-08-05,,NJ
FDHS DISTRICT SECURITY,,115040,"36""",3 LINE,,2019-08-14,,NJ
FORT D PATRIOTS,,115040,"36""",2 LINE,,2019-08-14,,NJ
FORT DRUM R&G,HRZ,114928,"28""",2 LINE,,2019-08-12,,NJ
FLWD,HRZ,117573,"28""",,,2019-10-16,,NJ
FCC,VER,120221,"36""",,"2"" LETTERS",2020-01-07,,NJ
FT DRUM PW,HRZ,122966,"28""",2 LINE,ORDERED AS SILKSCREEN,2020-03-16,,NJ
FYES TRAFFIC CONTROL,HRZ,130484,"28""",3 LINE,,2020-10-01,,NJ
FLWD,HRZ,131251,"28""",,,2020-10-21,,NJ
FALLMOUTH PARKS,HRZ,131589,"28""",2 LINE,,2020-10-30,,NJ
FCHD,HRZ,136134,"28 &36""",,ORDERED AS SILKSCREEN,2021-03-11,,NJ
FMWR,VER,136898,"36""",,,2021-03-29,,NJ
FAIRFIELD,HRZ,138267,"28"" SLIM",2 LINE,,2021-04-27,,NJ
FITCHBURG POLICE,HRZ,138844,"28""",2 LINE,,2021-05-07,,NJ
franklin twp dpw,HRZ,142047,"28""",2 LINE,,2021-08-11,,NJ
FX CO PD,HRZ,143789,"28""",,ORDERED AS SILKSCREEN,2021-10-04,,NJ
FLEET,VER,147938,"28""",,,2022-03-08,,NJ
FSCO,HRZ,149209,"28""",,,2022-05-16,,NJ
FCSO,HRZ,150374,"28""",,,2022-06-21,,NJ
FCPD,HRZ,156498,"18""",,,2023-02-07,,NJ
FRYER EX,HRZ,158182,"28""",2-LINE,,2023-04-05,,NJ
FREEMAN,VER,160868,A-Top,,,2023-06-23,,NJ
FLYING BRIDGe,VER,161165,A-TOP,,,2002-07-03,,NJ
FPS MOTORS,VER,161241,"28""",,,2023-07-07,,NJ
FINDLAY STREET DEPT,HRZ,162605,"28"" SLIM",3 LINE,,2023-08-17,,NJ
FOX VALLEY ASPHALT 920-722-8222,HRZ,162928,"28""",3 LINE,2nd art file customer added area code,2023-08-28,,NJ
FIELD OPS,HRZ,163489,"28""",2 LINE,,2023-09-14,,NJ
FALMOUTH PARKS,HRZ,163536,"28""",2 LINE,,2023-10-11,,NJ
FUTURE TRACK,HRZ,165773,"28""",2 LINE,ORDERED AS SILKSCREEN,2023-12-05,,NJ
FME,HRZ,171726,"28""",,ORDERED AS SILKSCREEN,2023-06-17,,NJ
FLORENCE PUBLIC SEVICES,HRZ,173648,"28""",3 LINE,OES font,2024-08-16,,NJ
FPD,HRZ,173987,"28"" SLIM",,,2024-08-27,,NJ
FPS,HRZ,174023,"28""",,ORDERED AS SILKSCREEN OES font,2024-08-27,,NJ
FINLEY,VER,178295,"36""",,TSS FONT,2025-01-24,,NJ
FREEDOM LINE,VER,600362,"36""",,,2025-07-16,,NJ
FIRE TOOLS,HRZ,600638,"18""",2 LINE,,2025-08-08,,NJ
G.U.C.,HRZ,,,,CONVERTED TO SILKSCREEN 1/30/20 121050,,,NJ
GAU,HRZ,,,,,,,NJ
GAU,HRZ,,,,,,,NJ
GCS B&G DEPT,HRZ,,,,,,,NJ
GENEVA DPW,HRZ,,,,,,,NJ
GIL BERT,VER,,,,,,,NJ
GPS,VER,,,,,,,NJ
GR DPW,HRZ,,,,,,,NJ
GRAPEVINE TRAFFIC OPERATIONS,HRZ,,,,,,,NJ
GREENBURGH P.D.,HRZ,,,,,,,NJ
GRODIN,HRZ,,,,,,,NJ
GRPD,HRZ,,,,,,,NJ
GSG,HRZ,,,,,,,NJ
GCTE,HRZ,,,,,,,NJ
GVFD,HRZ,,,,,,,NJ
GCS B & G,HRZ,,,,,,,NJ
GREENBURGH P.D.,HRZ,,,,,,,NJ
GPD,VER,,,,,,,NJ
GFD,VER,,,,,,,NJ
GARNER PUBLIC WORKS,HRZ,,,,,,,NJ
GTRD,HRZ,,,,,,,NJ
GENEVA DPW,HRZ,N7884,"18""",,,,,NJ
GENEVA DPW,HRZ,N7882,"28""",,,,,NJ
GPW,HRZ,N8608,,,SLIM CONE,,,NJ
GPH,HRZ,N8608,,,SLIM CONE,,,NJ
GCHWY,VER,N907,,,,,,NJ
GTRD,HRZ,N9196,,,,,,NJ
GREER CPW,HRZ,N10111,,2-LINE,,2010-04-27,,NJ
GENERAL ASPHALT,HRZ,N11097,,2-LINE,FLORIDA INVENTORY,2010-08-03,,NJ
GC&A,HRZ,N11202,,,,2010-08-12,,NJ
GDOT,VER,N11285,,,"2"" LETTERS",2010-08-19,,NJ
GTPD,HRZ,N11292,,,"2"" LETTERS",2010-08-20,,NJ
GRAFTON PUBLIC WORKS,HRZ,N12880,"18""",3-LINE,,2011-02-23,,NJ
GWS,HRZ,N13318,,,CONVERTED TO SILKSCREEN 5/27/20 125462,2011-04-01,,NJ
GLIDDEN PAVING,HRZ,N13454,"18""",,,2011-04-13,,NJ
GRIFFIN BROTHER QUALITY CONTROL,HRZ,N13717,"18""",4-LINE,,2011-05-05,,NJ
GREEN CONST TECH,HRZ,N14549,"36""",3-LINE,,2011-07-26,,NJ
GREENBURGH P.D.,HRZ,N15202,"28""",2-LINE,SLIM CONE,2011-09-29,,NJ
GBPW,HRZ,N15609,"28""",,,2011-11-10,,NJ
GREER CPW,HRZ,N15679,"28""",2-LINE,,2011-11-17,,NJ
GCWW,VER,N16424,,,CONVERTED TO SILKSCREEN 2/11/20 121495,2012-02-27,,NJ
GPS,HRZ,N16963,"18""",,,2012-04-20,,NJ
GOPHER TORTOISE,HRZ,N17028,,2-LINE,,2012-05-01,,NJ
GDOT,VER,N17325,,,,2012-05-18,,NJ
GC HWY,HRZ,N18228,,,,8\14\12,,NJ
GLASCOCK COUNTY,HRZ,N18331,,2-LINE,,2012-08-30,,NJ
GCC SECURITY,HRZ,N19198,,2-LINE,,2012-11-15,,NJ
GRADY EMC,HRZ,N19666,,2-LINE,,2013-01-22,,NJ
GTR,HRZ,N20338,,,,2013-03-26,,NJ
GTR,VER,N20338,,,,2013-03-27,,NJ
GCC FACILITIES,HRZ,N21545,,2-LINE,,2013-06-24,,NJ
GCHWY,HRZ,N21708,,,,2013-07-11,,NJ
GREENBURGH WATER DEPT,HRZ,N21803,,2-LINE,,2013-07-18,,NJ
GREENNBURGH HWY,HRZ,N22140,,2-LINE,,2013-08-15,,NJ
GTPW,VER,N24261,,,,2014-03-07,,NJ
DANGER MEN WORKING ABOVE,HRZ,N2412,,4-LINE,,2014-03-10,,NJ
GSS SEC,VER,N25190,,,,2014-05-06,,NJ
GRES,HRZ,N25698,,,,2014-06-06,,NJ
GHS POLICE,HRZ,N27137,,2-LINE,,2014-10-02,,NJ
GAC,HRZ,N28225,"36""",,,2015-01-26,,NJ
GC&A,HRZ,N28288,"28""",,,2015-01-30,,NJ
GABE'S,HRZ,N29192,,,,2015-04-06,,NJ
G&G,HRZ,N29253,"36""",,,2015-04-08,,NJ
GO,HRZ,N30910,,,,2015-07-27,,NJ
GERMAN TWP,HRZ,N31226,,,,2015-08-14,,NJ
GMD,VER,N32451,"28""",,,2015-11-09,,NJ
GR DPW,HRZ,N33698,"28""",,,2016-02-25,,NJ
GCS,HRZ,N34245,"18""",,,2016-03-30,,NJ
G. LOPES,HRZ,N34290,"36""",,,2016-04-01,,NJ
GW HWY,HRZ,N34463,"28""",,,2016-04-13,,NJ
GAS DEPT.,HRZ,N35103,"28""",2-LINE,,2016-05-24,,NJ
GCPW,HRZ,N35213,"28""",,,2016-05-27,,NJ
GPL,HRZ,N36128,"28""",,,2016-07-27,,NJ
GAT,VER,N37054,"36""",,,2016-09-28,,NJ
GSS SEC,VER,N38114,"18""",,,2016-12-20,,NJ
GLP,VER,N40156,"28""",,,2017-05-15,,NJ
GROSSE POINT,HRZ,N40535,"18""",2-LINE,,2017-06-02,,NJ
GSU P&T,HRZ,N41579,"36""",2-LINE,,2017-08-04,,NJ
GCHWY,VER,N42381,"28""",,,2017-09-13,,NJ
G.C.T.E,HRZ,N43493,"36""",,,2017-11-22,,NJ
GC HIGHWAY,HRZ,N44435,"28""",2-LINE,,2018-01-23,,NJ
GSS,HRZ,N44362,"18""",,,2018-02-01,,NJ
GPW,HRZ,N44807,"28""",,Converted to silk screen SO# 600060 06/20/25,2018-02-15,,NJ
GAC,HRZ,N46447,"36""",,,2018-05-15,,NJ
GSF,HRZ,N46922,"28""",,TRANSFER FROM LA,2018-06-13,,NJ
GWY,HRZ,N46970,"36""",,,2018-06-15,,NJ
GAC (DOUBLE UNDERLINE),HRZ,N47155,"36""",3-LINE,,2018-06-26,,NJ
GPD,HRZ,101282,"18""",,,2018-08-01,,NJ
GPA MAINTENANCE,HRZ,101280,"28""",2-LINE,SLIM CONE,2018-08-01,,NJ
GSCRM,HRZ,101497,"28""",,,2018-08-06,,NJ
GSBSD,HRZ,101682,"28""",,,2018-08-09,,NJ
GSP,HRZ,105168,"28""",,,2018-11-15,,NJ
GRPD,HRZ,105450,"28"" & 18""",,,11/2//18,,NJ
GCPD,HRZ,105862,"18""",,,12/120/18,,NJ
GVT,VER,106282,"28""",,,,,NJ
GBI,HRZ,109111,"28""",,,2019-03-20,,NJ
GCHY,VER,110992,"28""",,,2019-05-02,,NJ
GR-HWY,HRZ,113779,"28""",,CONVERTED TO SILKSCREEN 8/18/20 128864,2019-07-15,,NJ
GREG'S LAWN,HRZ,118487,"28""",,,2019-11-06,,NJ
GBFD,HRZ,120512,"28"" SLIM",,,2020-01-15,,NJ
GTPD,HRZ,125127,"18""",,,2020-05-19,,NJ
GBOE,VER,130833,"28""",,ORDERED AS SILKSCREEN,2020-10-09,,NJ
GCCPD,HRZ,133400,"28""",,ORDERED AS SILKSCREEN,2021-01-04,,NJ
GREENVILLE WATER,HRZ,135372,"36""",,ORDERED AS SILKSCREEN,2021-03-05,,NJ
GPU,HRZ,136103,"28""",,,2021-03-11,,NJ
GRANESE,HRZ,136915,"36""",,ORDERED AS SILKSCREEN,2021-03-29,,NJ
GPA MAINT,HRZ,140501,"28""",,,1901-09-14,,NJ
GCPD,HRZ,140474,"28""",,,2021-06-22,,NJ
GROUNDBREAKERS,HRZ,142050,"28""",,,2021-08-11,,NJ
GREGS LAWN,VER,145052,NTOP+3M,,,2021-11-11,,NJ
GRIDSOURCE,HRZ,146378,"28""",,TRANSFER FROM TX,2022-01-10,,NJ
GPU,HRZ,146850,"28""",,TRANSFER FROM TX,2022-01-27,,NJ
GREENVILLE PD,HRZ,148120,"28""",,Conversion from wood frame to new aluminum frame,2022-05-09,,NJ
GLENPOINTE,HRZ,153827,"28""",,,2022-10-14,,NJ
GARWOOD PD,VER,,A TOP,,,2022-10-20,,NJ
GEA,HRZ,156046,"28""",,,2023-01-23,,NJ
granite falls water & sewer,HRZ,156489,"28""",4 LINE,,2023-02-09,,NJ
granite falls streey department,HRZ,156489,"28""",4 LINE,,2023-02-09,,NJ
GAS,VER,160560,"28""",,,2023-06-14,,NJ
GPD,VER,161147,"28""",,,2023-07-06,,NJ
GUZZI CONSTRUCTION,HRZ,164227,"28""",2 LINE,,2023-10-06,,NJ
GROUNDS,VER,165108,"36""",,,2023-11-09,,NJ
GSPS,HRZ,169159,"28""",,Sent as stencil Rush order OES font,2024-04-02,,NJ
GBG PUBLIC WORKS DEPT.,HRZ,169168,"18""",,OES FONT,2024-04-02,,NJ
GLSFD,HRZ,170596,"28""",,OES FONT,2024-05-14,,NJ
GR-HWY,HRZ,171606,"28""",,ORDERED AS SILKSCREEN DUPLICATE C/S,2024-06-13,,NJ
GRANESE,HRZ,172210,"36""",,ORDERED AS SILKSCREEN,2024-07-02,,NJ
GLOBAL ENERGY,HRZ,172347,"28""",,ORDERED AS SILKSCREEN,2024-07-09,,NJ
GPU,HRZ,177236,"36""",,ORDERED AS SILKSCREEN attachment shows non stencil font,2024-12-09,,NJ
GPD,HRZ,178013,"28""",,ORDERED AS SILKSCREEN OES font,2025-01-15,,NJ
GRIMM'S PLUMBING 203-505-2751,HRZ,179763,"28""",,OES font,2025-03-11,,NJ
GAS SERVICE,HRZ,179927,"18""",,,2025-03-15,,NJ
GW TRAFFIC,HRZ,183125,"28""",,ORDERED AS SILKSCREEN,2025-06-11,,NJ
GURTZ,HRZ,600684,"28""",,OES font white ink,2025-08-12,,NJ
H.P.D.,HRZ,,,,,,,NJ
H&MC,VER,,,,,,,NJ
H.C. CROOKER,HRZ,,,,,,,NJ
HCP4,HRZ,,,,,,,NJ
HO. CO. TRAFFIC,HRZ,,,,,,,NJ
HPW,HRZ,,,,,,,NJ
HWY PTL,HRZ,,,,,,,NJ
HYATTSVILLE  D.P.W.,HRZ,,,,,,,NJ
HTPD,HRZ,,,,,,,NJ
HTPW,HRZ,,,,,,,NJ
H&MC,VER,,,,,,,NJ
HOH,VER,,,,,,,NJ
HALFWAY          26,HRZ,,,,,,,NJ
HO.CO. UTILITIES,HRZ,,,,,,,NJ
HOUSTON PUBLIC WORKS,HRZ,,,,,,,NJ
HITT,HRZ,N6959,,,,,,NJ
HBC,HRZ,N8045,,,"2"" LETTERS",,,NJ
HHBC,HRZ,N8045,,,"2"" LETTERS",,,NJ
